,borough,x,y,latitude,longitude
26880,Hounslow,518018.1,178698.3,51.494918,-0.301338
26881,Hounslow,518024.7,178675.9,51.494716,-0.301251
26882,Hounslow,518035.2,178643.0,51.494418,-0.301111
26883,Hounslow,518151.7,178670.5,51.494641,-0.299424
26884,Hounslow,518230.8,178689.4,51.494794,-0.298279
26885,Hounslow,518280.9,178701.2,51.494889,-0.297553
26886,Hounslow,518242.8,178770.1,51.495517,-0.298079
26887,Hounslow,518249.5,178773.4,51.495545,-0.297981
26888,Hounslow,518232.8,178798.2,51.495771,-0.298214
26889,Hounslow,518219.9,178817.2,51.495945,-0.298393
26890,Hounslow,518188.2,178873.4,51.496457,-0.298831
26891,Hounslow,518170.3,178909.0,51.49678,-0.299076
26892,Hounslow,518149.8,178951.8,51.497169,-0.299357
26893,Hounslow,518136.5,178979.4,51.49742,-0.29954
26894,Hounslow,518129.5,178991.5,51.49753,-0.299636
26895,Hounslow,518118.6,179007.5,51.497676,-0.299788
26896,Hounslow,518116.4,179010.7,51.497705,-0.299818
26897,Hounslow,518107.3,179022.4,51.497813,-0.299946
26898,Hounslow,518103.4,179034.6,51.497923,-0.299998
26899,Hounslow,518099.1,179061.4,51.498165,-0.300051
26900,Hounslow,518095.2,179080.5,51.498337,-0.3001
26901,Hounslow,518090.0,179091.3,51.498435,-0.300172
26902,Hounslow,518084.8,179100.0,51.498515,-0.300244
26903,Hounslow,518080.1,179107.1,51.498579,-0.300309
26904,Hounslow,518073.5,179114.8,51.49865,-0.300401
26905,Hounslow,518061.8,179131.6,51.498803,-0.300564
26906,Hounslow,518053.2,179181.5,51.499254,-0.300671
26907,Hounslow,518049.7,179191.9,51.499348,-0.300718
26908,Hounslow,518091.2,179215.0,51.499547,-0.300113
26909,Hounslow,518114.6,179225.6,51.499637,-0.299773
26910,Hounslow,518198.8,179273.4,51.500049,-0.298544
26911,Hounslow,518320.7,179343.8,51.500657,-0.296765
26912,Hounslow,518364.4,179368.7,51.500871,-0.296128
26913,Hounslow,518399.7,179389.5,51.501051,-0.295612
26914,Hounslow,518438.0,179412.8,51.501252,-0.295053
26915,Hounslow,518486.2,179438.7,51.501475,-0.29435
26916,Hounslow,518494.6,179443.0,51.501512,-0.294228
26917,Hounslow,518498.6,179445.0,51.501529,-0.294169
26918,Hounslow,518506.8,179448.9,51.501562,-0.29405
26919,Hounslow,518514.0,179450.0,51.501571,-0.293946
26920,Hounslow,518523.1,179451.6,51.501583,-0.293814
26921,Hounslow,518535.0,179452.7,51.50159,-0.293643
26922,Hounslow,518550.8,179451.3,51.501575,-0.293416
26923,Hounslow,518577.3,179448.7,51.501546,-0.293035
26924,Hounslow,518645.3,179441.0,51.501462,-0.292058
26925,Hounslow,518693.0,179432.0,51.501371,-0.291374
26926,Hounslow,518741.5,179419.0,51.501244,-0.29068
26927,Hounslow,518791.6,179404.0,51.501099,-0.289964
26928,Hounslow,518842.5,179388.0,51.500944,-0.289236
26929,Hounslow,518880.0,179378.3,51.500849,-0.2887
26930,Hounslow,518919.7,179375.1,51.500812,-0.288129
26931,Hounslow,518943.7,179371.6,51.500776,-0.287785
26932,Hounslow,519011.6,179360.6,51.500663,-0.286811
26933,Hounslow,519057.1,179370.3,51.50074,-0.286152
26934,Hounslow,519086.1,179375.3,51.500779,-0.285733
26935,Hounslow,519093.3,179379.0,51.500811,-0.285628
26936,Hounslow,519125.0,179395.2,51.50095,-0.285166
26937,Hounslow,519131.4,179398.2,51.500975,-0.285073
26938,Hounslow,519154.8,179409.1,51.501068,-0.284732
26939,Hounslow,519211.5,179444.7,51.501376,-0.283904
26940,Hounslow,519258.9,179475.5,51.501643,-0.283211
26941,Hounslow,519307.8,179514.9,51.501987,-0.282493
26942,Hounslow,519315.6,179526.6,51.502091,-0.282377
26943,Hounslow,519406.9,179598.6,51.502718,-0.281038
26944,Hounslow,519424.2,179613.7,51.50285,-0.280784
26945,Hounslow,519427.6,179609.4,51.502811,-0.280736
26946,Hounslow,519461.9,179566.5,51.502418,-0.280257
26947,Hounslow,519487.8,179530.1,51.502086,-0.279896
26948,Hounslow,519490.8,179532.4,51.502106,-0.279852
26949,Hounslow,519503.3,179513.3,51.501931,-0.279678
26950,Hounslow,519512.5,179496.9,51.501782,-0.279552
26951,Hounslow,519521.3,179480.4,51.501632,-0.27943
26952,Hounslow,519536.8,179442.9,51.501292,-0.27922
26953,Hounslow,519555.2,179394.4,51.500852,-0.278971
26954,Hounslow,519565.3,179370.3,51.500633,-0.278834
26955,Hounslow,519575.8,179346.5,51.500417,-0.278691
26956,Hounslow,519586.7,179323.4,51.500207,-0.278542
26957,Hounslow,519597.7,179300.8,51.500002,-0.278391
26958,Hounslow,519610.7,179278.2,51.499796,-0.278212
26959,Hounslow,519621.7,179261.1,51.49964,-0.278059
26960,Hounslow,519633.4,179244.5,51.499488,-0.277896
26961,Hounslow,519676.4,179189.3,51.498983,-0.277296
26962,Hounslow,519716.2,179140.9,51.498539,-0.276739
26963,Hounslow,519746.8,179113.1,51.498283,-0.276308
26964,Hounslow,519789.3,179076.7,51.497947,-0.275708
26965,Hounslow,519891.5,179005.5,51.497285,-0.274261
26966,Hounslow,519928.8,178974.8,51.497002,-0.273734
26967,Hounslow,519959.2,178951.0,51.496781,-0.273304
26968,Hounslow,519984.5,178923.3,51.496527,-0.27295
26969,Hounslow,520000.1,178902.5,51.496337,-0.272732
26970,Hounslow,520018.0,178881.9,51.496148,-0.272481
26971,Hounslow,520031.7,178826.1,51.495643,-0.272303
26972,Hounslow,520041.7,178802.2,51.495426,-0.272167
26973,Hounslow,520052.5,178783.4,51.495255,-0.272018
28371,Islington,529118.2,187389.6,51.5706,-0.138344
28372,Islington,529136.7,187402.5,51.570712,-0.138072
28373,Islington,529169.1,187428.8,51.570941,-0.137596
28374,Islington,529190.3,187441.7,51.571052,-0.137285
28375,Islington,529217.1,187456.9,51.571183,-0.136893
28376,Islington,529230.0,187465.3,51.571255,-0.136704
28377,Islington,529240.4,187473.6,51.571327,-0.136551
28378,Islington,529266.2,187496.6,51.571528,-0.13617
28379,Islington,529284.3,187508.5,51.571631,-0.135905
28380,Islington,529304.9,187521.2,51.57174,-0.135603
28381,Islington,529328.4,187537.8,51.571884,-0.135258
28382,Islington,529333.0,187541.2,51.571914,-0.135191
28383,Islington,529398.4,187601.5,51.572441,-0.134225
28384,Islington,529452.5,187650.2,51.572866,-0.133427
28385,Islington,529454.6,187652.2,51.572883,-0.133396
28386,Islington,529473.9,187667.5,51.573016,-0.133112
28387,Islington,529483.1,187673.7,51.57307,-0.132977
28388,Islington,529495.1,187680.6,51.573129,-0.132802
28389,Islington,529503.3,187684.9,51.573166,-0.132682
28390,Islington,529525.8,187694.7,51.573249,-0.132354
28391,Islington,529555.8,187709.5,51.573375,-0.131916
28392,Islington,529568.3,187716.6,51.573436,-0.131733
28393,Islington,529576.5,187722.8,51.57349,-0.131612
28394,Islington,529591.7,187731.4,51.573564,-0.13139
28395,Islington,529604.9,187736.3,51.573605,-0.131198
28396,Islington,529616.8,187739.3,51.573629,-0.131025
28397,Islington,529650.9,187748.1,51.5737,-0.13053
28398,Islington,529704.5,187761.4,51.573807,-0.129752
28399,Islington,529730.5,187766.5,51.573847,-0.129375
28400,Islington,529773.2,187777.1,51.573933,-0.128755
28401,Islington,529859.8,187803.9,51.574153,-0.127497
28402,Islington,529885.7,187800.4,51.574116,-0.127124
28403,Islington,529909.7,187802.4,51.574128,-0.126777
28404,Islington,529915.1,187802.1,51.574125,-0.1267
28405,Islington,529926.9,187800.1,51.574104,-0.12653
28406,Islington,529947.7,187794.2,51.574046,-0.126232
28407,Islington,529953.1,187791.7,51.574022,-0.126155
28408,Islington,530000.0,187795.1,51.574042,-0.125478
28409,Islington,530000.1,187795.1,51.574042,-0.125476
28410,Islington,530025.7,187799.3,51.574074,-0.125106
28411,Islington,530041.2,187802.3,51.574097,-0.124881
28412,Islington,530052.7,187806.2,51.57413,-0.124714
28413,Islington,530058.9,187809.1,51.574154,-0.124623
28414,Islington,530061.7,187822.1,51.57427,-0.124578
28415,Islington,530063.1,187832.2,51.574361,-0.124554
28416,Islington,530066.4,187831.9,51.574357,-0.124507
28417,Islington,530073.5,187831.1,51.574349,-0.124404
28418,Islington,530081.9,187830.6,51.574342,-0.124284
28419,Islington,530093.1,187837.8,51.574404,-0.124119
28420,Islington,530103.8,187850.5,51.574516,-0.12396
28421,Islington,530111.5,187861.4,51.574612,-0.123845
28422,Islington,530113.0,187863.3,51.574629,-0.123823
28423,Islington,530116.2,187867.1,51.574662,-0.123775
28424,Islington,530127.7,187868.2,51.57467,-0.123609
28425,Islington,530139.7,187869.7,51.57468,-0.123435
28426,Islington,530150.9,187870.4,51.574684,-0.123274
28427,Islington,530210.1,187903.6,51.574969,-0.122408
28428,Islington,530212.8,187897.0,51.574909,-0.122371
28429,Islington,530252.3,187914.8,51.57506,-0.121795
28430,Islington,530253.6,187915.4,51.575065,-0.121776
28431,Islington,530254.9,187911.1,51.575026,-0.121759
28432,Islington,530380.5,187962.3,51.575457,-0.119928
28433,Islington,530399.6,187968.2,51.575505,-0.119651
28434,Islington,530405.3,187968.6,51.575508,-0.119568
28435,Islington,530407.3,187968.7,51.575508,-0.119539
28436,Islington,530418.1,187941.1,51.575258,-0.119394
28437,Islington,530429.6,187912.0,51.574993,-0.119239
28438,Islington,530427.9,187910.3,51.574979,-0.119264
28439,Islington,530436.7,187901.5,51.574897,-0.11914
28440,Islington,530454.5,187883.7,51.574733,-0.11889
28441,Islington,530453.9,187883.3,51.57473,-0.118899
28442,Islington,530414.0,187848.4,51.574426,-0.119487
28443,Islington,530408.6,187843.7,51.574385,-0.119567
28444,Islington,530443.5,187842.9,51.574369,-0.119064
28445,Islington,530457.1,187842.6,51.574363,-0.118868
28446,Islington,530501.3,187832.1,51.574259,-0.118234
28447,Islington,530531.6,187825.0,51.574188,-0.1178
28448,Islington,530546.6,187820.9,51.574148,-0.117585
28449,Islington,530556.2,187809.2,51.57404,-0.117451
28450,Islington,530575.3,187785.8,51.573826,-0.117184
28451,Islington,530618.0,187736.4,51.573372,-0.116587
28452,Islington,530672.8,187676.8,51.572824,-0.115819
28453,Islington,530689.7,187649.3,51.572573,-0.115585
28454,Islington,530653.2,187605.8,51.57219,-0.116128
28455,Islington,530655.2,187604.6,51.572179,-0.116099
28456,Islington,530679.9,187589.0,51.572033,-0.115749
28457,Islington,530704.1,187573.9,51.571892,-0.115406
28458,Islington,530691.3,187543.6,51.571622,-0.115602
28459,Islington,530691.0,187543.1,51.571618,-0.115606
28460,Islington,530698.0,187536.4,51.571556,-0.115508
28461,Islington,530719.7,187523.2,51.571432,-0.1152
28462,Islington,530723.7,187520.8,51.57141,-0.115143
28463,Islington,530724.2,187510.7,51.571319,-0.115139
28464,Islington,530724.2,187456.3,51.57083,-0.11516
28465,Islington,530724.2,187438.7,51.570672,-0.115166
28466,Islington,530729.3,187436.1,51.570647,-0.115093
28467,Islington,530732.5,187434.6,51.570633,-0.115048
28468,Islington,530732.7,187432.2,51.570612,-0.115046
28469,Islington,530733.0,187428.1,51.570575,-0.115043
28470,Islington,530974.5,187265.0,51.569053,-0.111621
28471,Islington,531039.1,187216.9,51.568606,-0.110708
28472,Islington,531041.6,187215.0,51.568588,-0.110672
28473,Islington,531065.3,187196.9,51.56842,-0.110337
28474,Islington,531138.4,187128.9,51.567792,-0.109309
28475,Islington,531156.3,187113.7,51.567651,-0.109056
28476,Islington,531173.4,187098.0,51.567506,-0.108815
28477,Islington,531187.7,187083.8,51.567375,-0.108614
28478,Islington,531201.4,187068.8,51.567237,-0.108423
28479,Islington,531208.7,187060.2,51.567158,-0.10832
28480,Islington,531242.8,187020.0,51.566789,-0.107844
28481,Islington,531248.1,187012.7,51.566722,-0.10777
28482,Islington,531259.6,186993.9,51.566551,-0.107611
28483,Islington,531279.7,186970.0,51.566331,-0.10733
28484,Islington,531301.7,186947.4,51.566123,-0.107022
28485,Islington,531310.1,186938.0,51.566036,-0.106904
28486,Islington,531329.4,186915.2,51.565827,-0.106634
28487,Islington,531360.0,186883.9,51.565539,-0.106205
28488,Islington,531455.0,186785.8,51.564635,-0.104872
28489,Islington,531473.2,186800.7,51.564765,-0.104604
28490,Islington,531482.7,186808.5,51.564833,-0.104464
28491,Islington,531487.1,186802.8,51.56478,-0.104402
28492,Islington,531487.9,186801.8,51.564771,-0.104391
28493,Islington,531479.8,186794.3,51.564706,-0.104511
28494,Islington,531530.6,186752.9,51.564322,-0.103794
28495,Islington,531646.5,186640.9,51.563288,-0.102165
28496,Islington,531652.1,186635.1,51.563235,-0.102086
28497,Islington,531663.3,186620.6,51.563102,-0.10193
28498,Islington,531692.9,186587.0,51.562793,-0.101516
28499,Islington,531699.9,186580.1,51.562729,-0.101417
28500,Islington,531706.1,186574.8,51.56268,-0.10133
28501,Islington,531722.2,186564.1,51.56258,-0.101102
28502,Islington,531729.5,186557.3,51.562518,-0.100999
28503,Islington,531732.2,186554.7,51.562494,-0.100961
28504,Islington,531739.1,186546.3,51.562417,-0.100865
28505,Islington,531837.8,186445.2,51.561485,-0.09948
28506,Islington,531901.5,186374.8,51.560837,-0.098588
28507,Islington,532077.5,186422.7,51.561227,-0.096032
28508,Islington,532096.6,186417.4,51.561175,-0.095759
28509,Islington,532161.9,186395.7,51.560964,-0.094826
28510,Islington,532184.8,186385.8,51.56087,-0.094499
28511,Islington,532199.4,186378.0,51.560796,-0.094292
28512,Islington,532237.2,186351.8,51.560552,-0.093756
28513,Islington,532245.7,186347.8,51.560514,-0.093635
28514,Islington,532266.2,186345.5,51.560489,-0.093341
28515,Islington,532281.1,186344.8,51.560479,-0.093126
28516,Islington,532290.9,186343.6,51.560466,-0.092985
28517,Islington,532306.0,186340.9,51.560438,-0.092769
28518,Islington,532340.1,186326.0,51.560296,-0.092283
28519,Islington,532348.1,186324.0,51.560276,-0.092168
28520,Islington,532380.5,186318.8,51.560222,-0.091703
28521,Islington,532388.4,186312.1,51.56016,-0.091591
28522,Islington,532391.1,186301.3,51.560062,-0.091557
28523,Islington,532394.5,186290.7,51.559966,-0.091512
28524,Islington,532413.8,186246.0,51.55956,-0.09125
28525,Islington,532428.7,186213.2,51.559262,-0.091048
28526,Islington,532440.8,186184.1,51.558997,-0.090884
28527,Islington,532449.3,186159.5,51.558774,-0.090771
28528,Islington,532465.4,186109.0,51.558317,-0.090558
28529,Islington,532479.2,186065.0,51.557918,-0.090375
28530,Islington,532483.9,186054.5,51.557823,-0.090312
28531,Islington,532485.3,186051.3,51.557794,-0.090293
28532,Islington,532479.2,186043.6,51.557726,-0.090383
28533,Islington,532476.8,186037.5,51.557672,-0.09042
28534,Islington,532486.6,185928.8,51.556692,-0.09032
28535,Islington,532492.9,185829.9,51.555802,-0.090266
28536,Islington,532491.3,185780.7,51.55536,-0.090308
28537,Islington,532490.8,185733.1,51.554933,-0.090333
28538,Islington,532488.1,185676.3,51.554423,-0.090393
28539,Islington,532488.2,185645.9,51.55415,-0.090403
28540,Islington,532498.3,185645.7,51.554146,-0.090258
28541,Islington,532513.6,185645.3,51.554139,-0.090037
28542,Islington,532525.2,185638.3,51.554073,-0.089873
28543,Islington,532533.6,185633.7,51.55403,-0.089754
28544,Islington,532541.2,185628.1,51.553977,-0.089646
28545,Islington,532549.5,185620.9,51.553911,-0.089529
28546,Islington,532565.9,185602.4,51.553741,-0.0893
28547,Islington,532583.0,185610.9,51.553813,-0.08905
28548,Islington,532614.6,185626.7,51.553948,-0.088589
28549,Islington,532676.0,185516.7,51.552945,-0.087745
28550,Islington,532682.3,185511.4,51.552896,-0.087656
28551,Islington,532689.7,185503.5,51.552823,-0.087552
28552,Islington,532703.5,185495.0,51.552743,-0.087357
28553,Islington,532728.9,185487.2,51.552667,-0.086993
28554,Islington,532743.2,185482.8,51.552624,-0.086789
28555,Islington,532762.7,185477.6,51.552573,-0.08651
28556,Islington,532773.8,185473.5,51.552534,-0.086351
28557,Islington,532779.5,185470.5,51.552505,-0.08627
28558,Islington,532793.0,185462.2,51.552427,-0.086079
28559,Islington,532824.1,185438.2,51.552204,-0.08564
28560,Islington,532833.6,185433.7,51.552162,-0.085504
28561,Islington,532840.6,185431.4,51.552139,-0.085404
28562,Islington,532847.8,185429.8,51.552123,-0.085301
28563,Islington,532856.2,185428.9,51.552113,-0.08518
28564,Islington,532889.8,185422.3,51.552046,-0.084699
28565,Islington,532894.4,185421.9,51.552041,-0.084632
28566,Islington,532902.7,185422.5,51.552045,-0.084513
28567,Islington,532911.9,185425.2,51.552067,-0.084379
28568,Islington,532957.8,185433.3,51.552129,-0.083714
28569,Islington,532992.2,185435.3,51.552139,-0.083218
28570,Islington,533138.0,185421.0,51.551976,-0.081121
28571,Islington,533196.0,185415.1,51.551909,-0.080288
28572,Islington,533218.6,185411.2,51.551869,-0.079963
28573,Islington,533235.3,185405.3,51.551812,-0.079725
28574,Islington,533245.6,185397.4,51.551739,-0.079579
28575,Islington,533250.6,185392.5,51.551693,-0.079509
28576,Islington,533254.0,185389.4,51.551665,-0.079461
28577,Islington,533263.1,185381.1,51.551588,-0.079333
28578,Islington,533284.1,185353.4,51.551334,-0.079041
28579,Islington,533296.6,185332.6,51.551144,-0.078869
28580,Islington,533301.4,185323.7,51.551063,-0.078803
28581,Islington,533310.0,185310.5,51.550942,-0.078684
28582,Islington,533367.7,185170.8,51.549673,-0.077905
28583,Islington,533381.4,185143.0,51.54942,-0.077718
28584,Islington,533427.1,185061.5,51.548677,-0.07709
28585,Islington,533439.9,185034.3,51.54843,-0.076916
28586,Islington,533451.7,185004.4,51.548158,-0.076758
28587,Islington,533453.8,185000.0,51.548118,-0.076729
28588,Islington,533460.8,184979.7,51.547934,-0.076636
28589,Islington,533476.1,184911.4,51.547317,-0.076441
28590,Islington,533478.9,184873.4,51.546975,-0.076415
28591,Islington,533482.7,184837.7,51.546653,-0.076374
28592,Islington,533484.5,184812.1,51.546422,-0.076358
28593,Islington,533483.3,184804.3,51.546353,-0.076378
28594,Islington,533452.1,184773.1,51.54608,-0.076839
28595,Islington,533348.9,184788.4,51.546241,-0.078321
28596,Islington,533251.6,184797.8,51.546349,-0.07972
28597,Islington,533012.0,184816.8,51.546576,-0.083166
28598,Islington,532965.3,184818.6,51.546603,-0.083838
28599,Islington,532983.8,184665.6,51.545224,-0.083629
28600,Islington,532982.1,184647.8,51.545064,-0.083661
28601,Islington,532955.9,184520.8,51.543929,-0.084086
28602,Islington,532918.6,184347.6,51.542382,-0.084689
28603,Islington,532868.6,184123.1,51.540376,-0.085494
28604,Islington,532857.3,184056.6,51.539781,-0.085682
28605,Islington,532835.8,183939.5,51.538734,-0.086036
28606,Islington,532813.2,183827.4,51.537732,-0.086404
28607,Islington,532809.7,183807.2,51.537551,-0.086462
28608,Islington,532802.6,183790.4,51.537402,-0.086571
28609,Islington,532799.8,183774.0,51.537255,-0.086617
28610,Islington,532786.0,183775.1,51.537268,-0.086816
28611,Islington,532767.4,183769.3,51.53722,-0.087086
28612,Islington,532745.2,183759.5,51.537138,-0.08741
28613,Islington,532725.3,183746.5,51.537025,-0.087701
28614,Islington,532691.5,183718.2,51.536779,-0.088199
28615,Islington,532660.1,183691.6,51.536547,-0.088662
28616,Islington,532627.7,183662.4,51.536293,-0.089139
28617,Islington,532590.3,183629.7,51.536008,-0.089691
28618,Islington,532588.4,183628.0,51.535993,-0.089719
28619,Islington,532551.7,183600.9,51.535758,-0.090258
28620,Islington,532516.7,183571.6,51.535503,-0.090773
28621,Islington,532475.7,183541.5,51.535242,-0.091375
28622,Islington,532461.2,183529.4,51.535136,-0.091589
28623,Islington,532434.5,183507.3,51.534944,-0.091982
28624,Islington,532396.0,183475.6,51.534668,-0.092548
28625,Islington,532345.9,183437.1,51.534334,-0.093285
28626,Islington,532312.2,183413.0,51.534125,-0.093779
28627,Islington,532298.1,183402.9,51.534038,-0.093986
28628,Islington,532264.1,183381.6,51.533854,-0.094484
28629,Islington,532259.2,183385.6,51.533892,-0.094553
28630,Islington,532225.3,183363.9,51.533704,-0.09505
28631,Islington,532225.8,183356.0,51.533633,-0.095046
28632,Islington,532159.8,183315.3,51.533283,-0.096012
28633,Islington,532149.4,183309.4,51.533232,-0.096164
28634,Islington,532122.8,183295.1,51.53311,-0.096553
28635,Islington,532089.8,183280.0,51.532982,-0.097034
28636,Islington,532146.6,183156.7,51.531861,-0.096261
28637,Islington,532173.6,183096.0,51.531309,-0.095895
28638,Islington,532200.8,183038.5,51.530786,-0.095525
28639,Islington,532216.1,183003.1,51.530464,-0.095318
28640,Islington,532231.5,182957.6,51.530052,-0.095113
28641,Islington,532233.9,182943.6,51.529925,-0.095084
28642,Islington,532234.2,182936.3,51.52986,-0.095082
28643,Islington,532233.6,182928.7,51.529792,-0.095093
28644,Islington,532230.6,182914.7,51.529667,-0.095142
28645,Islington,532213.7,182861.6,51.529193,-0.095405
28646,Islington,532620.6,182706.5,51.527704,-0.089601
28647,Islington,532659.3,182690.0,51.527547,-0.08905
28648,Islington,532678.3,182678.9,51.527443,-0.08878
28649,Islington,532686.6,182673.3,51.52739,-0.088663
28650,Islington,532691.2,182669.3,51.527353,-0.088598
28651,Islington,532694.5,182665.2,51.527316,-0.088552
28652,Islington,532699.4,182656.8,51.527239,-0.088485
28653,Islington,532712.0,182638.2,51.527069,-0.08831
28654,Islington,532725.1,182610.5,51.526817,-0.088132
28655,Islington,532747.2,182546.0,51.526232,-0.087838
28656,Islington,532749.9,182532.2,51.526107,-0.087804
28657,Islington,532775.6,182516.2,51.525958,-0.08744
28658,Islington,532804.2,182504.9,51.525849,-0.087032
28659,Islington,532820.8,182498.6,51.525789,-0.086795
28660,Islington,532844.1,182507.6,51.525864,-0.086456
28661,Islington,532942.7,182547.9,51.526203,-0.085021
28662,Islington,532963.7,182460.8,51.525416,-0.084751
28663,Islington,532944.9,182436.9,51.525205,-0.085031
28664,Islington,532929.3,182396.8,51.524849,-0.085271
28665,Islington,532920.4,182368.1,51.524593,-0.08541
28666,Islington,532918.3,182359.0,51.524511,-0.085443
28667,Islington,532941.6,182350.2,51.524427,-0.085111
28668,Islington,532941.1,182294.3,51.523925,-0.085139
28669,Islington,532983.6,182292.4,51.523898,-0.084528
28670,Islington,533004.7,182293.3,51.523901,-0.084224
28671,Islington,532999.2,182259.8,51.523601,-0.084315
28672,Islington,532998.2,182237.5,51.523401,-0.084338
28673,Islington,532993.7,182136.0,51.52249,-0.084441
28674,Islington,532989.2,182089.3,51.522071,-0.084524
28675,Islington,532978.1,182037.3,51.521606,-0.084703
28676,Islington,532965.8,181968.7,51.520993,-0.084906
28677,Islington,532955.7,181928.0,51.52063,-0.085067
28678,Islington,532946.1,181894.9,51.520334,-0.085218
28679,Islington,532935.7,181871.7,51.520128,-0.085376
28680,Islington,532924.1,181838.3,51.519831,-0.085556
28681,Islington,532907.4,181792.9,51.519427,-0.085814
28682,Islington,532901.5,181777.4,51.519289,-0.085905
28683,Islington,532880.5,181723.4,51.518809,-0.086227
28684,Islington,532871.4,181727.1,51.518844,-0.086357
28685,Islington,532788.1,181764.5,51.5192,-0.087543
28686,Islington,532746.8,181786.9,51.519411,-0.088129
28687,Islington,532664.3,181825.9,51.51978,-0.089303
28688,Islington,532630.8,181839.4,51.51991,-0.089781
28689,Islington,532615.1,181845.7,51.51997,-0.090004
28690,Islington,532633.8,181926.2,51.520689,-0.089705
28691,Islington,532634.5,181929.1,51.520715,-0.089693
28692,Islington,532594.7,181937.5,51.5208,-0.090264
28693,Islington,532548.5,181945.1,51.520879,-0.090926
28694,Islington,532517.4,181951.0,51.520939,-0.091372
28695,Islington,532486.1,181954.8,51.520981,-0.091821
28696,Islington,532461.4,181957.9,51.521014,-0.092176
28697,Islington,532447.6,181959.0,51.521027,-0.092375
28698,Islington,532436.4,182009.7,51.521486,-0.092517
28699,Islington,532382.4,181991.3,51.521333,-0.093302
28700,Islington,532374.0,182012.4,51.521524,-0.093415
28701,Islington,532361.7,182008.8,51.521495,-0.093593
28702,Islington,532359.9,182018.8,51.521585,-0.093615
28703,Islington,532342.0,182013.2,51.521539,-0.093875
28704,Islington,532309.6,182006.1,51.521483,-0.094345
28705,Islington,532304.3,182035.1,51.521745,-0.09441
28706,Islington,532287.9,182097.9,51.522313,-0.094623
28707,Islington,532253.2,182188.7,51.523137,-0.095089
28708,Islington,532191.5,182161.7,51.522909,-0.095988
28709,Islington,532189.3,182166.7,51.522954,-0.096017
28710,Islington,532158.3,182151.1,51.522821,-0.09647
28711,Islington,532146.6,182190.3,51.523176,-0.096624
28712,Islington,532142.4,182189.0,51.523166,-0.096685
28713,Islington,532141.5,182188.7,51.523163,-0.096698
28714,Islington,532140.3,182191.9,51.523192,-0.096714
28715,Islington,532134.9,182206.1,51.523321,-0.096786
28716,Islington,532053.9,182154.6,51.522877,-0.097972
28717,Islington,532056.7,182150.8,51.522842,-0.097934
28718,Islington,532059.0,182147.3,51.52281,-0.097902
28719,Islington,532067.3,182133.7,51.522686,-0.097787
28720,Islington,532073.6,182121.4,51.522574,-0.097701
28721,Islington,532078.1,182111.2,51.522482,-0.09764
28722,Islington,532087.7,182083.6,51.522231,-0.097512
28723,Islington,532097.7,182041.9,51.521854,-0.097384
28724,Islington,532098.7,182027.8,51.521727,-0.097375
28725,Islington,532097.7,182016.7,51.521628,-0.097393
28726,Islington,532097.1,182012.8,51.521593,-0.097403
28727,Islington,532089.2,182013.7,51.521603,-0.097517
28728,Islington,532086.5,181980.3,51.521303,-0.097568
28729,Islington,532083.4,181950.0,51.521032,-0.097624
28730,Islington,532081.1,181915.5,51.520722,-0.09767
28731,Islington,532027.3,181899.0,51.520586,-0.098451
28732,Islington,531996.3,181888.2,51.520497,-0.098902
28733,Islington,531965.7,181873.1,51.520368,-0.099348
28734,Islington,531944.7,181863.1,51.520283,-0.099655
28735,Islington,531913.5,181846.5,51.520141,-0.10011
28736,Islington,531903.3,181845.5,51.520135,-0.100258
28737,Islington,531891.4,181842.3,51.520109,-0.10043
28738,Islington,531865.9,181828.1,51.519987,-0.100803
28739,Islington,531847.4,181818.9,51.519909,-0.101073
28740,Islington,531813.0,181800.3,51.51975,-0.101575
28741,Islington,531796.2,181790.5,51.519665,-0.101821
28742,Islington,531778.2,181780.0,51.519575,-0.102084
28743,Islington,531697.9,181736.9,51.519207,-0.103257
28744,Islington,531595.2,181683.2,51.518748,-0.104756
28745,Islington,531555.2,181659.5,51.518544,-0.105341
28746,Islington,531554.6,181659.1,51.518541,-0.10535
28747,Islington,531543.2,181725.1,51.519137,-0.10549
28748,Islington,531512.5,181852.0,51.520284,-0.105884
28749,Islington,531500.8,181896.2,51.520684,-0.106036
28750,Islington,531491.2,181922.2,51.52092,-0.106165
28751,Islington,531477.2,181960.3,51.521266,-0.106353
28752,Islington,531466.2,181985.4,51.521494,-0.106502
28753,Islington,531455.5,182006.9,51.521689,-0.106648
28754,Islington,531428.2,182061.8,51.522189,-0.107021
28755,Islington,531341.5,182048.5,51.52209,-0.108274
28756,Islington,531340.7,182049.1,51.522095,-0.108286
28757,Islington,531337.0,182054.7,51.522146,-0.108337
28758,Islington,531317.7,182089.1,51.52246,-0.108602
28759,Islington,531306.2,182114.6,51.522692,-0.108758
28760,Islington,531290.9,182146.8,51.522985,-0.108967
28761,Islington,531289.1,182150.6,51.523019,-0.108991
28762,Islington,531271.8,182139.9,51.522927,-0.109244
28763,Islington,531266.4,182141.5,51.522943,-0.109322
28764,Islington,531255.1,182149.2,51.523015,-0.109482
28765,Islington,531246.4,182155.2,51.523071,-0.109605
28766,Islington,531232.1,182158.0,51.523099,-0.10981
28767,Islington,531219.8,182162.3,51.523141,-0.109985
28768,Islington,531134.7,182188.6,51.523397,-0.111201
